,id,url,type,cost,impression,effect,img
1030,CR518728145507975168,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR518728145507975168,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/12179957309370261953
1031,CR519431832949751808,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR519431832949751808,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/12343025548240169673
1032,CR521683632763437056,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR521683632763437056,Image,50.0,50000.0,1000.0,https://tpc.googlesyndication.com/simgad/9329136380614636704
1033,CR522105845228503040,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR522105845228503040,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/7015789241278844516
1035,CR522668795181924352,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR522668795181924352,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/11897340755573025160
1036,CR523513220112056320,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR523513220112056320,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/9329136380614636704
1037,CR524357645042188288,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR524357645042188288,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/294291258320436915
1038,CR526609444855873536,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR526609444855873536,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/16543575375617581006
1039,CR527172394809294848,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR527172394809294848,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/5294424644111614821
1040,CR527824954960379904,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR527824954960379904,Image,25000.0,5000000.0,200.0,https://tpc.googlesyndication.com/simgad/397694043526847417
1041,CR529373067332288512,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR529373067332288512,Image,25000.0,5000000.0,200.0,https://tpc.googlesyndication.com/simgad/16962196001465781759
1042,CR532801894343507968,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR532801894343507968,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/17686541945979339543
1043,CR534240605308452864,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR534240605308452864,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/17298572691409639118
1044,CR534490744203771904,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR534490744203771904,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/12179957309370261953
1045,CR534631481692127232,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR534631481692127232,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/17686541945979339543
1046,CR537305493970878464,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR537305493970878464,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/16543575375617581006
1048,CR542611187330711552,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR542611187330711552,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/11648576242807732929
1049,CR54294433935392768,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR54294433935392768,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/7015789241278844516
1050,CR543244506028310528,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR543244506028310528,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/16962196001465781759
1051,CR543638680946868224,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR543638680946868224,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/5294424644111614821
1052,CR546312693225619456,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR546312693225619456,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/16543575375617581006
1053,CR546453430713974784,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR546453430713974784,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/17686541945979339543
1054,CR546683778399993856,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR546683778399993856,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/11795291966174996221
1055,CR546875643179040768,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR546875643179040768,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/16543575375617581006
1056,CR548372628260257792,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR548372628260257792,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/16768541178065402852
1057,CR550534817876279296,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR550534817876279296,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/7015789241278844516
1058,CR55138858865524736,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR55138858865524736,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/7015789241278844516
1059,CR552505142713253888,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR552505142713253888,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/294291258320436915
1060,CR552645880201609216,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR552645880201609216,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/12179957309370261953
1061,CR552770674771361792,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR552770674771361792,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/2997679092048346710
1062,CR553349567643385856,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR553349567643385856,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/9329136380614636704
1063,CR553631042620096512,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR553631042620096512,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/17686541945979339543
1064,CR554897680015294464,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR554897680015294464,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/17622802421007934348
1065,CR557712429782401024,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR557712429782401024,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/11897340755573025160
1066,CR55983283795656704,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR55983283795656704,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/12179957309370261953
1067,CR559964229596086272,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR559964229596086272,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/9329136380614636704
1068,CR562075291921416192,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR562075291921416192,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/12179957309370261953
1177,CR187620664163696640,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR187620664163696640,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/1580229561140624375
1178,CR188980210291441664,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR188980210291441664,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/5326988977528273100
1179,CR197424459592761344,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR197424459592761344,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/4159146127411538521
1180,CR197472288348569600,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR197472288348569600,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/6314537228862160843
1181,CR19786811253456896,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR19786811253456896,Image,50.0,50000.0,1000.0,https://tpc.googlesyndication.com/simgad/2071873048393533067
1182,CR200555318952853504,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR200555318952853504,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/18239903920422333818
1183,CR200942896801644544,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR200942896801644544,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/1413394573583099333
1184,CR203933018673381376,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR203933018673381376,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/532384145365307401
1185,CR20517436730114048,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR20517436730114048,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/13134769073409031267
1186,CR207169980905553920,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR207169980905553920,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/6314537228862160843
1187,CR209566916254105600,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR209566916254105600,Image,50.0,50000.0,1000.0,https://tpc.googlesyndication.com/simgad/3067936720964231741
1188,CR210138662300549120,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR210138662300549120,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/7028474098872941200
1189,CR214629067788386304,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR214629067788386304,Image,50.0,50000.0,1000.0,https://tpc.googlesyndication.com/simgad/17745315744649878643
1190,CR224480691973259264,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR224480691973259264,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/17515870678590952312
1259,CR411815483113734144,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR411815483113734144,Image,50.0,50000.0,1000.0,https://tpc.googlesyndication.com/simgad/485271201829831293
1260,CR413363595485642752,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR413363595485642752,Image,50.0,50000.0,1000.0,https://tpc.googlesyndication.com/simgad/1580229561140624375
1261,CR413491138834464768,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR413491138834464768,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/7846670018860169810
1262,CR417397153892139008,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR417397153892139008,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/13134769073409031267
1263,CR419120638368677888,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR419120638368677888,Image,50.0,50000.0,1000.0,https://tpc.googlesyndication.com/simgad/8670710520947136071
1264,CR426967303100301312,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR426967303100301312,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/4159146127411538521
1265,CR430062978088304640,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR430062978088304640,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/13946390776285235651
1266,CR431307625250947072,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR431307625250947072,Image,50.0,50000.0,1000.0,https://tpc.googlesyndication.com/simgad/7028474098872941200
1267,CR43210806971596800,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR43210806971596800,Image,50.0,50000.0,1000.0,https://tpc.googlesyndication.com/simgad/5523606125326765586
1268,CR432222418925256704,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR432222418925256704,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/4696802038723805305
1269,CR432596802634514432,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR432596802634514432,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/4315708213891834777
1270,CR435023974552829952,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR435023974552829952,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/7028474098872941200
1271,CR439804651110400,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR439804651110400,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/7028474098872941200
1272,CR43998057297084416,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR43998057297084416,Image,50.0,50000.0,1000.0,https://tpc.googlesyndication.com/simgad/5523606125326765586
1273,CR441792568133419008,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR441792568133419008,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/18239903920422333818
1274,CR444559489144717312,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR444559489144717312,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/15801458240104623841
1275,CR444607317900525568,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR444607317900525568,Image,50.0,50000.0,1000.0,https://tpc.googlesyndication.com/simgad/485271201829831293
1276,CR445099899109769216,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR445099899109769216,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/7028474098872941200
1277,CR446577642737500160,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR446577642737500160,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/485271201829831293
1278,CR450188988678930432,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR450188988678930432,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/1413394573583099333
1279,CR45568709657362432,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR45568709657362432,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/13134769073409031267
1280,CR456803650631630848,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR456803650631630848,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/15801458240104623841
1281,CR458399591759347712,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR458399591759347712,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/485271201829831293
1282,CR459230822549946368,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR459230822549946368,Image,50.0,50000.0,1000.0,https://tpc.googlesyndication.com/simgad/13946390776285235651
1283,CR461201147386920960,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR461201147386920960,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/4772822188798086928
1284,CR46413134587494400,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR46413134587494400,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/5326988977528273100
1285,CR469569530385924096,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR469569530385924096,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/2071873048393533067
1286,CR473832886722625536,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR473832886722625536,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/743580069500762545
1287,CR4754838034317312,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR4754838034317312,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/7530043694607989850
1288,CR47727600738500608,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR47727600738500608,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/18239903920422333818
1289,CR481058327384555520,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR481058327384555520,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/18239903920422333818
1290,CR487484423093092352,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR487484423093092352,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/3862886139622947109
1291,CR487800532686077952,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR487800532686077952,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/13946390776285235651
1292,CR488517414267387904,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR488517414267387904,Image,50.0,50000.0,1000.0,https://tpc.googlesyndication.com/simgad/6314537228862160843
1293,CR488631763476676608,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR488631763476676608,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/17515870678590952312
1294,CR489911595011407872,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR489911595011407872,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/5523606125326765586
1295,CR491318969894961152,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR491318969894961152,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/2221003246458328880
1296,CR49227884354600960,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR49227884354600960,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/5326988977528273100
1297,CR495224984952635392,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR495224984952635392,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/743580069500762545
1298,CR496257976126930944,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR496257976126930944,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/4696802038723805305
1299,CR496671392498974720,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR496671392498974720,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/10185712530840795786
1300,CR498074369336016896,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR498074369336016896,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/4084291312358188782
1301,CR498360242359238656,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR498360242359238656,Image,50.0,50000.0,1000.0,https://tpc.googlesyndication.com/simgad/3067936720964231741
1302,CR498716484126638080,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR498716484126638080,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/2071873048393533067
1303,CR505035377451466752,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR505035377451466752,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/2071873048393533067
1304,CR510283896206655488,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR510283896206655488,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/15801458240104623841
1305,CR511162955753062400,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR511162955753062400,Image,50.0,50000.0,1000.0,https://tpc.googlesyndication.com/simgad/5523606125326765586
1306,CR51514318784561152,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR51514318784561152,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/5689758989950831297
1357,CR132713252495818752,https://transparencyreport.google.com/political-ads/library/advertiser/AR123635684496900096/creative/CR132713252495818752,Image,50.0,50000.0,1000.0,https://tpc.googlesyndication.com/simgad/17425294303303602268
1358,CR169000434747310080,https://transparencyreport.google.com/political-ads/library/advertiser/AR123635684496900096/creative/CR169000434747310080,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/17425294303303602268
1359,CR172826735211970560,https://transparencyreport.google.com/political-ads/library/advertiser/AR123635684496900096/creative/CR172826735211970560,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/17425294303303602268
1360,CR203788982650142720,https://transparencyreport.google.com/political-ads/library/advertiser/AR123635684496900096/creative/CR203788982650142720,Image,50.0,50000.0,1000.0,https://tpc.googlesyndication.com/simgad/17425294303303602268
1361,CR250065228039979008,https://transparencyreport.google.com/political-ads/library/advertiser/AR123635684496900096/creative/CR250065228039979008,Image,500.0,50000.0,100.0,https://tpc.googlesyndication.com/simgad/14594668965837915979
1362,CR260479802178273280,https://transparencyreport.google.com/political-ads/library/advertiser/AR123635684496900096/creative/CR260479802178273280,Image,50.0,50000.0,1000.0,https://tpc.googlesyndication.com/simgad/14594668965837915979
1363,CR274694288502161408,https://transparencyreport.google.com/political-ads/library/advertiser/AR123635684496900096/creative/CR274694288502161408,Image,500.0,50000.0,100.0,https://tpc.googlesyndication.com/simgad/14594668965837915979
1364,CR324116236659064832,https://transparencyreport.google.com/political-ads/library/advertiser/AR123635684496900096/creative/CR324116236659064832,Image,50.0,50000.0,1000.0,https://tpc.googlesyndication.com/simgad/5988537777694122031
1365,CR380810354722078720,https://transparencyreport.google.com/political-ads/library/advertiser/AR123635684496900096/creative/CR380810354722078720,Image,50.0,50000.0,1000.0,https://tpc.googlesyndication.com/simgad/5988537777694122031
1366,CR383859300465901568,https://transparencyreport.google.com/political-ads/library/advertiser/AR123635684496900096/creative/CR383859300465901568,Image,50.0,50000.0,1000.0,https://tpc.googlesyndication.com/simgad/5988537777694122031
1367,CR395165578534322176,https://transparencyreport.google.com/political-ads/library/advertiser/AR123635684496900096/creative/CR395165578534322176,Image,500.0,50000.0,100.0,https://tpc.googlesyndication.com/simgad/6623063834244141664
1368,CR401310749021962240,https://transparencyreport.google.com/political-ads/library/advertiser/AR123635684496900096/creative/CR401310749021962240,Image,50.0,50000.0,1000.0,https://tpc.googlesyndication.com/simgad/6623063834244141664
1369,CR416416939275976704,https://transparencyreport.google.com/political-ads/library/advertiser/AR123635684496900096/creative/CR416416939275976704,Image,50.0,50000.0,1000.0,https://tpc.googlesyndication.com/simgad/5988537777694122031
1370,CR425587965763256320,https://transparencyreport.google.com/political-ads/library/advertiser/AR123635684496900096/creative/CR425587965763256320,Image,500.0,50000.0,100.0,https://tpc.googlesyndication.com/simgad/5988537777694122031
1371,CR473016499339001856,https://transparencyreport.google.com/political-ads/library/advertiser/AR123635684496900096/creative/CR473016499339001856,Image,500.0,50000.0,100.0,https://tpc.googlesyndication.com/simgad/6623063834244141664
1372,CR478974752849920000,https://transparencyreport.google.com/political-ads/library/advertiser/AR123635684496900096/creative/CR478974752849920000,Image,50.0,5000.0,100.0,https://tpc.googlesyndication.com/simgad/17425294303303602268
