,id,url,type,cost,impression,effect,img
22,CR518165195554553856,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR518165195554553856,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/9329136380614636704
23,CR518728145507975168,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR518728145507975168,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/12179957309370261953
24,CR519431832949751808,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR519431832949751808,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/12343025548240169673
25,CR521683632763437056,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR521683632763437056,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/9329136380614636704
26,CR522105845228503040,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR522105845228503040,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/7015789241278844516
27,CR522668795181924352,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR522668795181924352,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/11897340755573025160
28,CR523513220112056320,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR523513220112056320,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/9329136380614636704
29,CR524357645042188288,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR524357645042188288,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/294291258320436915
30,CR526609444855873536,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR526609444855873536,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/16543575375617581006
31,CR527172394809294848,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR527172394809294848,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/5294424644111614821
32,CR527824954960379904,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR527824954960379904,Image,25000,5000000,200,https://tpc.googlesyndication.com/simgad/397694043526847417
33,CR529373067332288512,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR529373067332288512,Image,25000,5000000,200,https://tpc.googlesyndication.com/simgad/16962196001465781759
34,CR532801894343507968,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR532801894343507968,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/17686541945979339543
35,CR534240605308452864,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR534240605308452864,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/17298572691409639118
36,CR534490744203771904,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR534490744203771904,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/12179957309370261953
37,CR534631481692127232,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR534631481692127232,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/17686541945979339543
38,CR537305493970878464,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR537305493970878464,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/16543575375617581006
39,CR542611187330711552,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR542611187330711552,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/11648576242807732929
40,CR54294433935392768,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR54294433935392768,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/7015789241278844516
41,CR543244506028310528,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR543244506028310528,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/16962196001465781759
42,CR543638680946868224,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR543638680946868224,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/5294424644111614821
43,CR546312693225619456,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR546312693225619456,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/16543575375617581006
44,CR546453430713974784,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR546453430713974784,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/17686541945979339543
45,CR546683778399993856,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR546683778399993856,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/11795291966174996221
46,CR546875643179040768,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR546875643179040768,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/16543575375617581006
47,CR548372628260257792,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR548372628260257792,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/16768541178065402852
48,CR550534817876279296,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR550534817876279296,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/7015789241278844516
49,CR55138858865524736,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR55138858865524736,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/7015789241278844516
50,CR552505142713253888,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR552505142713253888,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/294291258320436915
51,CR552645880201609216,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR552645880201609216,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/12179957309370261953
52,CR552770674771361792,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR552770674771361792,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/2997679092048346710
53,CR553349567643385856,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR553349567643385856,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/9329136380614636704
54,CR553631042620096512,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR553631042620096512,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/17686541945979339543
55,CR554897680015294464,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR554897680015294464,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/17622802421007934348
56,CR557712429782401024,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR557712429782401024,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/11897340755573025160
57,CR55983283795656704,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR55983283795656704,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/12179957309370261953
58,CR559964229596086272,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR559964229596086272,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/9329136380614636704
59,CR562075291921416192,https://transparencyreport.google.com/political-ads/library/advertiser/AR120847323008860160/creative/CR562075291921416192,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/12179957309370261953
60,CR187620664163696640,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR187620664163696640,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/1580229561140624375
61,CR188980210291441664,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR188980210291441664,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/5326988977528273100
62,CR197424459592761344,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR197424459592761344,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/4159146127411538521
63,CR197472288348569600,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR197472288348569600,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/6314537228862160843
64,CR19786811253456896,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR19786811253456896,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/2071873048393533067
65,CR200555318952853504,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR200555318952853504,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/18239903920422333818
66,CR200942896801644544,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR200942896801644544,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/1413394573583099333
67,CR203933018673381376,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR203933018673381376,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/532384145365307401
68,CR20517436730114048,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR20517436730114048,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/13134769073409031267
69,CR207169980905553920,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR207169980905553920,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/6314537228862160843
70,CR209566916254105600,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR209566916254105600,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/3067936720964231741
71,CR210138662300549120,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR210138662300549120,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/7028474098872941200
72,CR214629067788386304,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR214629067788386304,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/17745315744649878643
73,CR224480691973259264,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR224480691973259264,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/17515870678590952312
74,CR411815483113734144,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR411815483113734144,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/485271201829831293
75,CR413363595485642752,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR413363595485642752,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/1580229561140624375
76,CR413491138834464768,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR413491138834464768,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/7846670018860169810
77,CR417397153892139008,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR417397153892139008,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/13134769073409031267
78,CR419120638368677888,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR419120638368677888,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/8670710520947136071
79,CR426967303100301312,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR426967303100301312,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/4159146127411538521
80,CR430062978088304640,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR430062978088304640,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/13946390776285235651
81,CR431307625250947072,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR431307625250947072,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/7028474098872941200
82,CR43210806971596800,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR43210806971596800,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/5523606125326765586
83,CR432222418925256704,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR432222418925256704,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/4696802038723805305
84,CR432596802634514432,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR432596802634514432,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/4315708213891834777
85,CR435023974552829952,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR435023974552829952,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/7028474098872941200
86,CR439804651110400,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR439804651110400,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/7028474098872941200
87,CR43998057297084416,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR43998057297084416,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/5523606125326765586
88,CR441792568133419008,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR441792568133419008,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/18239903920422333818
89,CR444559489144717312,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR444559489144717312,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/15801458240104623841
90,CR444607317900525568,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR444607317900525568,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/485271201829831293
91,CR445099899109769216,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR445099899109769216,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/7028474098872941200
92,CR446577642737500160,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR446577642737500160,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/485271201829831293
93,CR450188988678930432,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR450188988678930432,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/1413394573583099333
94,CR45568709657362432,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR45568709657362432,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/13134769073409031267
95,CR456803650631630848,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR456803650631630848,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/15801458240104623841
96,CR458399591759347712,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR458399591759347712,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/485271201829831293
97,CR459230822549946368,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR459230822549946368,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/13946390776285235651
98,CR461201147386920960,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR461201147386920960,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/4772822188798086928
99,CR46413134587494400,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR46413134587494400,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/5326988977528273100
100,CR469569530385924096,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR469569530385924096,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/2071873048393533067
101,CR473832886722625536,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR473832886722625536,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/743580069500762545
102,CR4754838034317312,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR4754838034317312,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/7530043694607989850
103,CR47727600738500608,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR47727600738500608,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/18239903920422333818
104,CR481058327384555520,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR481058327384555520,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/18239903920422333818
105,CR487484423093092352,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR487484423093092352,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/3862886139622947109
106,CR487800532686077952,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR487800532686077952,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/13946390776285235651
107,CR488517414267387904,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR488517414267387904,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/6314537228862160843
108,CR488631763476676608,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR488631763476676608,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/17515870678590952312
109,CR489911595011407872,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR489911595011407872,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/5523606125326765586
110,CR491318969894961152,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR491318969894961152,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/2221003246458328880
111,CR49227884354600960,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR49227884354600960,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/5326988977528273100
112,CR495224984952635392,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR495224984952635392,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/743580069500762545
113,CR496257976126930944,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR496257976126930944,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/4696802038723805305
114,CR496671392498974720,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR496671392498974720,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/10185712530840795786
115,CR498074369336016896,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR498074369336016896,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/4084291312358188782
116,CR498360242359238656,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR498360242359238656,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/3067936720964231741
117,CR498716484126638080,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR498716484126638080,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/2071873048393533067
118,CR505035377451466752,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR505035377451466752,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/2071873048393533067
119,CR510283896206655488,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR510283896206655488,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/15801458240104623841
120,CR511162955753062400,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR511162955753062400,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/5523606125326765586
121,CR51514318784561152,https://transparencyreport.google.com/political-ads/library/advertiser/AR121262938404159488/creative/CR51514318784561152,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/5689758989950831297
122,CR132713252495818752,https://transparencyreport.google.com/political-ads/library/advertiser/AR123635684496900096/creative/CR132713252495818752,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/17425294303303602268
123,CR169000434747310080,https://transparencyreport.google.com/political-ads/library/advertiser/AR123635684496900096/creative/CR169000434747310080,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/17425294303303602268
124,CR172826735211970560,https://transparencyreport.google.com/political-ads/library/advertiser/AR123635684496900096/creative/CR172826735211970560,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/17425294303303602268
125,CR203788982650142720,https://transparencyreport.google.com/political-ads/library/advertiser/AR123635684496900096/creative/CR203788982650142720,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/17425294303303602268
126,CR250065228039979008,https://transparencyreport.google.com/political-ads/library/advertiser/AR123635684496900096/creative/CR250065228039979008,Image,500,50000,100,https://tpc.googlesyndication.com/simgad/14594668965837915979
127,CR260479802178273280,https://transparencyreport.google.com/political-ads/library/advertiser/AR123635684496900096/creative/CR260479802178273280,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/14594668965837915979
128,CR274694288502161408,https://transparencyreport.google.com/political-ads/library/advertiser/AR123635684496900096/creative/CR274694288502161408,Image,500,50000,100,https://tpc.googlesyndication.com/simgad/14594668965837915979
129,CR324116236659064832,https://transparencyreport.google.com/political-ads/library/advertiser/AR123635684496900096/creative/CR324116236659064832,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/5988537777694122031
130,CR380810354722078720,https://transparencyreport.google.com/political-ads/library/advertiser/AR123635684496900096/creative/CR380810354722078720,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/5988537777694122031
131,CR383859300465901568,https://transparencyreport.google.com/political-ads/library/advertiser/AR123635684496900096/creative/CR383859300465901568,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/5988537777694122031
132,CR395165578534322176,https://transparencyreport.google.com/political-ads/library/advertiser/AR123635684496900096/creative/CR395165578534322176,Image,500,50000,100,https://tpc.googlesyndication.com/simgad/6623063834244141664
133,CR401310749021962240,https://transparencyreport.google.com/political-ads/library/advertiser/AR123635684496900096/creative/CR401310749021962240,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/6623063834244141664
134,CR416416939275976704,https://transparencyreport.google.com/political-ads/library/advertiser/AR123635684496900096/creative/CR416416939275976704,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/5988537777694122031
135,CR425587965763256320,https://transparencyreport.google.com/political-ads/library/advertiser/AR123635684496900096/creative/CR425587965763256320,Image,500,50000,100,https://tpc.googlesyndication.com/simgad/5988537777694122031
136,CR473016499339001856,https://transparencyreport.google.com/political-ads/library/advertiser/AR123635684496900096/creative/CR473016499339001856,Image,500,50000,100,https://tpc.googlesyndication.com/simgad/6623063834244141664
137,CR478974752849920000,https://transparencyreport.google.com/political-ads/library/advertiser/AR123635684496900096/creative/CR478974752849920000,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/17425294303303602268
138,CR488756008290615296,https://transparencyreport.google.com/political-ads/library/advertiser/AR123635684496900096/creative/CR488756008290615296,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/17425294303303602268
139,CR489318958244036608,https://transparencyreport.google.com/political-ads/library/advertiser/AR123635684496900096/creative/CR489318958244036608,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/14594668965837915979
140,CR498396526242955264,https://transparencyreport.google.com/political-ads/library/advertiser/AR123635684496900096/creative/CR498396526242955264,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/17425294303303602268
141,CR50499469552123904,https://transparencyreport.google.com/political-ads/library/advertiser/AR123635684496900096/creative/CR50499469552123904,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/6623063834244141664
142,CR511437833660006400,https://transparencyreport.google.com/political-ads/library/advertiser/AR123635684496900096/creative/CR511437833660006400,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/5988537777694122031
143,CR559969177398411264,https://transparencyreport.google.com/political-ads/library/advertiser/AR123635684496900096/creative/CR559969177398411264,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/1248208814058651645
144,CR571321634955198464,https://transparencyreport.google.com/political-ads/library/advertiser/AR123635684496900096/creative/CR571321634955198464,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/6623063834244141664
145,CR79702498385854464,https://transparencyreport.google.com/political-ads/library/advertiser/AR123635684496900096/creative/CR79702498385854464,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/6623063834244141664
146,CR90099480338104320,https://transparencyreport.google.com/political-ads/library/advertiser/AR123635684496900096/creative/CR90099480338104320,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/5988537777694122031
147,CR132346015612141568,https://transparencyreport.google.com/political-ads/library/advertiser/AR13000625486823424/creative/CR132346015612141568,Image,25000,5000000,200,https://tpc.googlesyndication.com/simgad/3615082814092537629
